id	coder	content_type	culture	extract	Conflict	Evidence_Mental_Illness	Evidence_of_burdensomeness	Fitness_threat	High_RP	Low_RP	Low_lethality	Married	Motive_better_off_kin	Motive_harm_others	Motive_leverage	Motive_make_others_better_off	Outcome_better_off	Outcome_change	Outcome_others_harmed	Public_SB	SA_fitness	aggression	powerlessness
67	zgarfield	Case	Bengali	"Karim left home while he was in the tenth grade. That was in 1930, when a good number of Hindus still lived in the village. His father, Korban Ali, searched for him in all possible places, but without any success. After two years, Karim suddenly arrived at the village with his bride, a Hindu woman of twenty-six (Karim was only eighteen at the time). The Hindus of the village became furious, but the Muslims [p. 134] thought that Karim had done a great thing by converting a Hindu girl to Islam. Villagers believed that converting a non-Muslim to Islam is clearing the way for heaven. The following year there was an election. Despite the violent protests of the Hindus, Karim got solid support in this Muslim village and got himself elected for the first time. When Karim married again in 1935 (on the plea that his Hindu wife could not manage a Muslim household) his first wife committed suicide."	Evidence for	No evidence	No evidence	No evidence	Evidence for	Evidence against	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
67	syme	Case	Bengali	"Karim left home while he was in the tenth grade. That was in 1930, when a good number of Hindus still lived in the village. His father, Korban Ali, searched for him in all possible places, but without any success. After two years, Karim suddenly arrived at the village with his bride, a Hindu woman of twenty-six (Karim was only eighteen at the time). The Hindus of the village became furious, but the Muslims [p. 134] thought that Karim had done a great thing by converting a Hindu girl to Islam. Villagers believed that converting a non-Muslim to Islam is clearing the way for heaven. The following year there was an election. Despite the violent protests of the Hindus, Karim got solid support in this Muslim village and got himself elected for the first time. When Karim married again in 1935 (on the plea that his Hindu wife could not manage a Muslim household) his first wife committed suicide."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	Evidence for
68	zgarfield	Case	Bengali	"A tragic incident occurred in Palashpur following the attempted rape of a young married Baen woman by a twenty-four-year-old Brahman bachelor. The young man was already known throughout the untouchable community for his promiscuity. His wedding was arranged and wedding date set, but one day the young woman saw him following her while she was gathering firewood from the bush. She was frightened and ran home to tell her husband, who asked her to continue collecting fuel. The Baen husband called some of his friends and quietly entered the bush just in time to find the Brahman molesting his wife. The seven Baen men jumped upon the Brahman and beat him, but high-caste men who heard the noise intervened on behalf of the Brahman. The Baen men went back to the village grudgingly and decided to file a court case. The Baen wanted several Lohar to accompany them to the police station, but the Lohar men decided against it because they and their children worked as mahinders in high-caste homes. They were fearful of creating possible tension with their manibs' families. The police from Bolpur came with a warrant to arrest the young Brahman, but he had already run away. Apparently the young man's family was ashamed of his behavior and refused to help him. This annoyed the high-caste youths, one of whom told a group of Baen men, ""You should be ashamed of yourselves. We could have settled the matter like bhadrolok, but you went to court to act against your own people and to ruin the [p. 58] guy's life."" But later a Baen man wondered aloud, ""Who's a bhadrolok and who's not? It's not written on your skin. Your behavior must show it. We have suffered for many years. Those high-caste men have insulted our women on many occasions. Now we must have justice!"" Another shouted, ""I shall have no sleep until that guy goes to jail for at least ten years."" The search went on, but the police could not trace the young man. After three days news came that he had jumped in front of a train at Guskara Station near Bolpur and after several hours had died. Upon hearing this, high-caste men in Palashpur went into a great rage against the Baen. Some shouted, ""We will burn the Muchipara"" (the portion of the village where the Baen live). The Baen were frightened by this and met with CPM members at Shyambati, about a mile from Palashpur on the Palashpur-Santiniketan road. There they announced their challenge that they would fight back. Now the village was divided into two groups. When the man's body was returned, a silence fell over the community. People were ready for a storm, but one elderly Baen woman who could not bear the sight of the dead body cried loudly and ran to the home of the dead man: ""Oh, he is our son, a son of the village! I saw him as a crawling baby, so big and so healthy. Oh god, why don't you take old people like us? Here we are and he is gone. How can his parents bear this?"" She began to beat her chest, and soon other untouchable women, in tears, followed her. At first the family of the dead man did not react, then abruptly the young man's mother started to cry and pound her chest. She cried loudly. After a few minutes the people set aside their grudge against each other and lamented the tragedy. The Baen men came to the Brahman's courtyard. One said, ""Oh god, we did not want this. We just wanted to threaten him. After all, he was not that bad."" One old Brahman man said, ""What he did, all of us did in our youth. He was just very unlucky to get caught this way."" During the cremation, a huge crowd gathered to lament his death, and the funeral feast was attended by both high caste and untouchables alike. The entire event was like a social drama, turning the village scoundrel into a hero. The incident also demonstrated the rising power and determination of the Baen to react against social injustices within the community. [p. 59] The event also revealed the inherent community cohesiveness--to be able to stand together in the face of a calamity."	Evidence for	No evidence	No evidence	Evidence for	Evidence for	Evidence against	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence against	Evidence for	Evidence for
68	syme	Case	Bengali	"A tragic incident occurred in Palashpur following the attempted rape of a young married Baen woman by a twenty-four-year-old Brahman bachelor. The young man was already known throughout the untouchable community for his promiscuity. His wedding was arranged and wedding date set, but one day the young woman saw him following her while she was gathering firewood from the bush. She was frightened and ran home to tell her husband, who asked her to continue collecting fuel. The Baen husband called some of his friends and quietly entered the bush just in time to find the Brahman molesting his wife. The seven Baen men jumped upon the Brahman and beat him, but high-caste men who heard the noise intervened on behalf of the Brahman. The Baen men went back to the village grudgingly and decided to file a court case. The Baen wanted several Lohar to accompany them to the police station, but the Lohar men decided against it because they and their children worked as mahinders in high-caste homes. They were fearful of creating possible tension with their manibs' families. The police from Bolpur came with a warrant to arrest the young Brahman, but he had already run away. Apparently the young man's family was ashamed of his behavior and refused to help him. This annoyed the high-caste youths, one of whom told a group of Baen men, ""You should be ashamed of yourselves. We could have settled the matter like bhadrolok, but you went to court to act against your own people and to ruin the [p. 58] guy's life."" But later a Baen man wondered aloud, ""Who's a bhadrolok and who's not? It's not written on your skin. Your behavior must show it. We have suffered for many years. Those high-caste men have insulted our women on many occasions. Now we must have justice!"" Another shouted, ""I shall have no sleep until that guy goes to jail for at least ten years."" The search went on, but the police could not trace the young man. After three days news came that he had jumped in front of a train at Guskara Station near Bolpur and after several hours had died. Upon hearing this, high-caste men in Palashpur went into a great rage against the Baen. Some shouted, ""We will burn the Muchipara"" (the portion of the village where the Baen live). The Baen were frightened by this and met with CPM members at Shyambati, about a mile from Palashpur on the Palashpur-Santiniketan road. There they announced their challenge that they would fight back. Now the village was divided into two groups. When the man's body was returned, a silence fell over the community. People were ready for a storm, but one elderly Baen woman who could not bear the sight of the dead body cried loudly and ran to the home of the dead man: ""Oh, he is our son, a son of the village! I saw him as a crawling baby, so big and so healthy. Oh god, why don't you take old people like us? Here we are and he is gone. How can his parents bear this?"" She began to beat her chest, and soon other untouchable women, in tears, followed her. At first the family of the dead man did not react, then abruptly the young man's mother started to cry and pound her chest. She cried loudly. After a few minutes the people set aside their grudge against each other and lamented the tragedy. The Baen men came to the Brahman's courtyard. One said, ""Oh god, we did not want this. We just wanted to threaten him. After all, he was not that bad."" One old Brahman man said, ""What he did, all of us did in our youth. He was just very unlucky to get caught this way."" During the cremation, a huge crowd gathered to lament his death, and the funeral feast was attended by both high caste and untouchables alike. The entire event was like a social drama, turning the village scoundrel into a hero. The incident also demonstrated the rising power and determination of the Baen to react against social injustices within the community. [p. 59] The event also revealed the inherent community cohesiveness--to be able to stand together in the face of a calamity."	Evidence for	No evidence	No evidence	Evidence for	Evidence for	Evidence against	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence for	No evidence	Evidence for	Evidence for	Evidence for
1913	zgarfield	Case	Malekula	"Not infrequently a mother will destroy herself should her newborn child die, and one case is recorded of a woman killing herself by means of arrow wounds after her husband's death."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1913	syme	Case	Malekula	"Not infrequently a mother will destroy herself should her newborn child die, and one case is recorded of a woman killing herself by means of arrow wounds after her husband's death."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
662	zgarfield	Case	Malekula	"The Death of Ambat When he and his brothers were living on Tomman Island Ambat married a woman called Lindanda. She was white like the Ambat brothers. Now Awirara wanted her, so he said to the other three: ""Look here, let us go to the mainland. There let us take nimoos1 leaves and dive to the bottom where the giant clam is, and every time we come up we will munch the leaves. Then Ambat will come along, and we will tell him that we are eating the inside of that clam. Then he will dive down where it is, and it will snap his head off."" So they asked Ambat to go with them, and he agreed to do so. But before setting out he said to Lindanda: ""Lindanda, here is a rope. If you see nothing, well and good; but if you see a dove (nivimar) come up from the sea, fly past you, and settle on a tree, then tie this rope to a tree and hang yourself by it."" So Lindanda took the rope, and he went across to the mainland. Passing by the shore he saw his brothers diving and munching something as they came up, so he asked them what it was. They replied: ""It is the giant clam we are eating. If you will dive down you will get some."" Ambat guessed that it was a trick to kill him, but nevertheless he stood on the rock and dived down and the clam bit off his head. Then his spirit rose up from the sea as a dove (nivimar), and flew to Tomman Island to Lindanda. And when she saw it alight upon a tree, she knew that it was her husband's spirit, so she took the rope he had given her and hanged herself from the tree.2 And when the four brothers saw that Ambat's head was bitten off, they returned to Tomman Island, thinking to have Lindanda to wife. But when they came up they saw her hanging from the tree, and they said to each other: ""Ambat knew that we were deceiving him, intending to kill him and take Lindanda, and now even at the last he has outwitted us, for they have both died together."" The suicide of Lindanda is interesting, for in Malekula it is not the rule for wives to kill themselves on the death of their husbands.--C. H. W"	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence
662	syme	Case	Malekula	"The Death of Ambat When he and his brothers were living on Tomman Island Ambat married a woman called Lindanda. She was white like the Ambat brothers. Now Awirara wanted her, so he said to the other three: ""Look here, let us go to the mainland. There let us take nimoos1 leaves and dive to the bottom where the giant clam is, and every time we come up we will munch the leaves. Then Ambat will come along, and we will tell him that we are eating the inside of that clam. Then he will dive down where it is, and it will snap his head off."" So they asked Ambat to go with them, and he agreed to do so. But before setting out he said to Lindanda: ""Lindanda, here is a rope. If you see nothing, well and good; but if you see a dove (nivimar) come up from the sea, fly past you, and settle on a tree, then tie this rope to a tree and hang yourself by it."" So Lindanda took the rope, and he went across to the mainland. Passing by the shore he saw his brothers diving and munching something as they came up, so he asked them what it was. They replied: ""It is the giant clam we are eating. If you will dive down you will get some."" Ambat guessed that it was a trick to kill him, but nevertheless he stood on the rock and dived down and the clam bit off his head. Then his spirit rose up from the sea as a dove (nivimar), and flew to Tomman Island to Lindanda. And when she saw it alight upon a tree, she knew that it was her husband's spirit, so she took the rope he had given her and hanged herself from the tree.2 And when the four brothers saw that Ambat's head was bitten off, they returned to Tomman Island, thinking to have Lindanda to wife. But when they came up they saw her hanging from the tree, and they said to each other: ""Ambat knew that we were deceiving him, intending to kill him and take Lindanda, and now even at the last he has outwitted us, for they have both died together."" The suicide of Lindanda is interesting, for in Malekula it is not the rule for wives to kill themselves on the death of their husbands.--C. H. W"	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence
663	zgarfield	Cultural model	Malekula	"People driven out of their ples by gossip or humiliation have attempted or actually committed suicide or, if male, they have run amok or crazy in the bush, outside the social order. These alternatives suggest to me that the Mewun self-concept is so linked with ples that the thought of being without it is virtually insupportable and life not worth living outside of the orientation it provides. Furthermore, without a ples, an individual is without cultivated food resources or fellow workers to help him grow food; since land is the link that holds people together under a concept of ples, its loss is equivalent to loss of self or identity."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
663	syme	Cultural model	Malekula	"People driven out of their ples by gossip or humiliation have attempted or actually committed suicide or, if male, they have run amok or crazy in the bush, outside the social order. These alternatives suggest to me that the Mewun self-concept is so linked with ples that the thought of being without it is virtually insupportable and life not worth living outside of the orientation it provides. Furthermore, without a ples, an individual is without cultivated food resources or fellow workers to help him grow food; since land is the link that holds people together under a concept of ples, its loss is equivalent to loss of self or identity."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for
664	zgarfield	Cultural model	Malekula	"Suicide, which is the only female response to relational problems (men tend to choose either ""running amok"" or suicide), is an old and traditional response to such trouble but is still used by contemporary Mewun. Mewun recall with a giggle the recent famous South West Bay Jump.2 [p. 106]"	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
664	syme	Cultural model	Malekula	"Suicide, which is the only female response to relational problems (men tend to choose either ""running amok"" or suicide), is an old and traditional response to such trouble but is still used by contemporary Mewun. Mewun recall with a giggle the recent famous South West Bay Jump.2 [p. 106]"	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
665	zgarfield	Cultural model	Malekula	"The influence of ruptured relationships on the suicide attempt seems clear in this episode. Even to an outsider, the relationship between ""the price of one's existence"" (Leenhardt) and suicide are evident. But Mewun suicide threats or actual attempts seemed unfamiliar to me. I would argue that the ""suicidal"" personality is not to be seen in Mewun; instead suicide threats originate abruptly, linked with disrupted relationships and shame rather than with internalized guilt and depression."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
665	syme	Cultural model	Malekula	"The influence of ruptured relationships on the suicide attempt seems clear in this episode. Even to an outsider, the relationship between ""the price of one's existence"" (Leenhardt) and suicide are evident. But Mewun suicide threats or actual attempts seemed unfamiliar to me. I would argue that the ""suicidal"" personality is not to be seen in Mewun; instead suicide threats originate abruptly, linked with disrupted relationships and shame rather than with internalized guilt and depression."	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence
1692	zgarfield	Case	Igbo	"She was finally stabbed to death in front of their house. After this had happened, Ogbonnaya returned to the same room in which Ndukauba had been fatally stabbed. With a loud cry of frustration and an inaudible incantation, Ogbonnaya plunged the now bloody knife into his own heart. He expired shortly after. ...With his parents no longer around to support his bad habits, life had become even less meaningful to him."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
1692	syme	Case	Igbo	"She was finally stabbed to death in front of their house. After this had happened, Ogbonnaya returned to the same room in which Ndukauba had been fatally stabbed. With a loud cry of frustration and an inaudible incantation, Ogbonnaya plunged the now bloody knife into his own heart. He expired shortly after. ...With his parents no longer around to support his bad habits, life had become even less meaningful to him."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence
1693	zgarfield	Cultural model	Igbo	"Suicide is looked upon by the villagers as a punishment both for the victim and his immediate family for their wrong doings. A person who committed suicide is regarded as the property of the devil. He is usually buried in a thick forest away from the normal burial ground and from the estates of his immediate family. His name is hardly mentioned in a family discussion. Besides being an embarrassment to his family, he is regarded as a bad influence for the children. The old members of the extended family, in an effort to protect their younger generations, tend to omit the name of a suicide victim or the cause of his death whenever the genealogy of the family is being recited as a part of the family's oral history."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence
1693	syme	Cultural model	Igbo	"Suicide is looked upon by the villagers as a punishment both for the victim and his immediate family for their wrong doings. A person who committed suicide is regarded as the property of the devil. He is usually buried in a thick forest away from the normal burial ground and from the estates of his immediate family. His name is hardly mentioned in a family discussion. Besides being an embarrassment to his family, he is regarded as a bad influence for the children. The old members of the extended family, in an effort to protect their younger generations, tend to omit the name of a suicide victim or the cause of his death whenever the genealogy of the family is being recited as a part of the family's oral history."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence
29	zgarfield	Case	Bagisu	"For example, following the death by drowning of a local man I visited his two widows. At the time, only two days after the death, it was rumoured that he might have been killed and I asked them about this. They agreed that it was possible but thought that it was unlikely. More probably, in their view, he had killed himself. He was an old man who had been ill for some considerable time and recently been in great pain. He had intimated to both of them his desire to put an end to his suffering. Preparations for a normal burial were going ahead. This death was recorded in the records as misadventure, reflecting, I suspect, the cultural as well as the physical indeterminateness of the situation. The question of definitions and of the cultural biases operating to produce a given set of statistics will be raised again in later discussion with respect to the idea of murder. (3) It is relevant to note that suicide by hanging carries the implication of self-sacrifice, for traditionally animals were sacrificed without bloodshed, by strangulation or stunning."	No evidence	No evidence	Evidence for	No evidence	Evidence against	Evidence for	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
29	syme	Case	Bagisu	"For example, following the death by drowning of a local man I visited his two widows. At the time, only two days after the death, it was rumoured that he might have been killed and I asked them about this. They agreed that it was possible but thought that it was unlikely. More probably, in their view, he had killed himself. He was an old man who had been ill for some considerable time and recently been in great pain. He had intimated to both of them his desire to put an end to his suffering. Preparations for a normal burial were going ahead. This death was recorded in the records as misadventure, reflecting, I suspect, the cultural as well as the physical indeterminateness of the situation. The question of definitions and of the cultural biases operating to produce a given set of statistics will be raised again in later discussion with respect to the idea of murder. (3) It is relevant to note that suicide by hanging carries the implication of self-sacrifice, for traditionally animals were sacrificed without bloodshed, by strangulation or stunning."	No evidence	No evidence	Evidence for	No evidence	Evidence against	Evidence for	Evidence against	Evidence for	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence
31	zgarfield	Case	Bena	"Mkwawa fled from his fort into the bush with only a few followers, and in the end his retinue was reduced to four people, two men and two women. And he said, ""I see that it is now time for me to die. Do you agree to accompany me?"" The women and one man agreed, but the other man only pretended to do so. Then Mkwawa killed his two wives and the first man, but the second ran away. Mkwawa chased him, but could not catch him, so he returned to the place where he had killed the others, and there shot himself. His people had brought wood for a fire, so that when he killed himself he might fall among the burning logs and thus prevent the Germans from finding his body. But his head fell slightly to one side, and when the Germans heard the shot and the words of the boy who had run away, they came and found him--dead. And they cut off his head. (1) (1) This was on July 19, 1898, nearly four years after the destru"	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	Evidence for	Evidence for
31	syme	Case	Bena	"Mkwawa fled from his fort into the bush with only a few followers, and in the end his retinue was reduced to four people, two men and two women. And he said, ""I see that it is now time for me to die. Do you agree to accompany me?"" The women and one man agreed, but the other man only pretended to do so. Then Mkwawa killed his two wives and the first man, but the second ran away. Mkwawa chased him, but could not catch him, so he returned to the place where he had killed the others, and there shot himself. His people had brought wood for a fire, so that when he killed himself he might fall among the burning logs and thus prevent the Germans from finding his body. But his head fell slightly to one side, and when the Germans heard the shot and the words of the boy who had run away, they came and found him--dead. And they cut off his head. (1) (1) This was on July 19, 1898, nearly four years after the destru"	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence against	Evidence for	Evidence for
32	zgarfield	Case	Bena	"The course of the civil war has been outlined by Towegale. Sagamaganga was a man of violence if ever there was one, a born rebel, while the divisions in the tribe consequent on Kiwanga's matrimonial dilemma played into his hands. He was, it is alleged, a drug addict, and this largely accounted for his ungovernable rages and violent actions. He used a drug which is normally employed for stupefying fish* in the rivers, a little of which powerfully affects human beings. On one occasion, while under its influence, he tried to murder his wife, Senjenge, and actually succeeded in spearing her in the arm, and he apparently hanged ten young wives before committing suicide. Truly Sagamaganga and Semudodera and Senjenge were a remarkable trio! THE arrival of the Germans put a stop to the civil war, but the mere fact of the cessation of hostilities did not indicate the healing of the wounds in the tribe. Sagamaganga was far from willing to make peace, much less to admit Kiwanga's overlordship. When v. Prince called on him to bring his warriors to help in the campaign against Mkwawa in Uhehe he appeared as an independent chief, not as a subject of Kiwanga's.* The tribal historians tell how he went as bidden to the German station at Perondo and then with v. Prince into Uhehe, but he is alleged to have been found out in some double-dealing regarding cattle given into his care. In a rage, and to prevent public disgrace, he returned to Ifinga and killed himself with fish poison. Frau v. Prince, writing at Iringa on July 28, 1897, makes the following reference to his death, suggesting a different motive:"	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence
32	syme	Case	Bena	"The course of the civil war has been outlined by Towegale. Sagamaganga was a man of violence if ever there was one, a born rebel, while the divisions in the tribe consequent on Kiwanga's matrimonial dilemma played into his hands. He was, it is alleged, a drug addict, and this largely accounted for his ungovernable rages and violent actions. He used a drug which is normally employed for stupefying fish* in the rivers, a little of which powerfully affects human beings. On one occasion, while under its influence, he tried to murder his wife, Senjenge, and actually succeeded in spearing her in the arm, and he apparently hanged ten young wives before committing suicide. Truly Sagamaganga and Semudodera and Senjenge were a remarkable trio! THE arrival of the Germans put a stop to the civil war, but the mere fact of the cessation of hostilities did not indicate the healing of the wounds in the tribe. Sagamaganga was far from willing to make peace, much less to admit Kiwanga's overlordship. When v. Prince called on him to bring his warriors to help in the campaign against Mkwawa in Uhehe he appeared as an independent chief, not as a subject of Kiwanga's.* The tribal historians tell how he went as bidden to the German station at Perondo and then with v. Prince into Uhehe, but he is alleged to have been found out in some double-dealing regarding cattle given into his care. In a rage, and to prevent public disgrace, he returned to Ifinga and killed himself with fish poison. Frau v. Prince, writing at Iringa on July 28, 1897, makes the following reference to his death, suggesting a different motive:"	Evidence for	Evidence for	Evidence for	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence
198	zgarfield	Case	Maya	"Nachi Cocom and the people of his province, Sotuta, had been overrun by the Spaniards, and the invaders baptized the powerful ruler, Juan. As time passed, Nachi Cocom fell dreadfully ill, and his brother Lorenzo offered human sacrifices to save the ruler's life. After two months, Nachi Cocom still lay dying. Two boys were brought to the Christian church, and their hearts were offered to save the life of the batab (governor). Nachi Cocom died two days later and was buried in the church at Sotuta. His brother, Lorenzo, became batab and rebelled against the new religion and continued to practice the traditional rites of the Maya. In 1562, he had three boys taken to Chichen Itza, where they were thrown into the Cenote Sagrado. Later, in July of 1562, out of desperation and anticipation of Friar Diego de Landa's Inquisition, Lorenzo Cocom hanged himself."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
198	syme	Case	Maya	"Nachi Cocom and the people of his province, Sotuta, had been overrun by the Spaniards, and the invaders baptized the powerful ruler, Juan. As time passed, Nachi Cocom fell dreadfully ill, and his brother Lorenzo offered human sacrifices to save the ruler's life. After two months, Nachi Cocom still lay dying. Two boys were brought to the Christian church, and their hearts were offered to save the life of the batab (governor). Nachi Cocom died two days later and was buried in the church at Sotuta. His brother, Lorenzo, became batab and rebelled against the new religion and continued to practice the traditional rites of the Maya. In 1562, he had three boys taken to Chichen Itza, where they were thrown into the Cenote Sagrado. Later, in July of 1562, out of desperation and anticipation of Friar Diego de Landa's Inquisition, Lorenzo Cocom hanged himself."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1742	zgarfield	Cultural model	Bagisu	"A suicide is buried in the open, never in a house. Should the death have taken place in a house, it is burned down, for no one will live in it."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence
1742	syme	Cultural model	Bagisu	"A suicide is buried in the open, never in a house. Should the death have taken place in a house, it is burned down, for no one will live in it."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence
210	zgarfield	Case	Assiniboine	"Except in some few cases of the distinct kind, the fever always rose to a pitch of frenzy, in which state many committed suicide or died in other horrid forms. An Indian near the fort, named the Little Dog, after losing his favorite child, proposed to his wife to kill the whole family before they were so much disfigured as to present a disgusting appearance in the future world. [p. 72] She agreed with the stipulation that he should kill her before the children as she did not wish to witness their death. The man then went to work deliberately, shot all his horses and dogs, then his wife, then cut the throats of his two children and lastly blew his own brains out."	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence
210	syme	Case	Assiniboine	"Except in some few cases of the distinct kind, the fever always rose to a pitch of frenzy, in which state many committed suicide or died in other horrid forms. An Indian near the fort, named the Little Dog, after losing his favorite child, proposed to his wife to kill the whole family before they were so much disfigured as to present a disgusting appearance in the future world. [p. 72] She agreed with the stipulation that he should kill her before the children as she did not wish to witness their death. The man then went to work deliberately, shot all his horses and dogs, then his wife, then cut the throats of his two children and lastly blew his own brains out."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence
212	zgarfield	Case	Assiniboine	"Every year in this way the women hang themselves, sometimes for the loss of their husbands, but more frequently on account of the death of their children, or for revenge. Suicides are also common among the men. They generally use the gun to produce death."	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	Evidence for	No evidence	Evidence against	No evidence	No evidence	Evidence for	No evidence	Evidence against	Evidence for	No evidence
212	syme	Case	Assiniboine	"Every year in this way the women hang themselves, sometimes for the loss of their husbands, but more frequently on account of the death of their children, or for revenge. Suicides are also common among the men. They generally use the gun to produce death."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
213	zgarfield	Case	Assiniboine	"Another woman had her son (a young man) killed by the Blackfeet, and immediately afterwards another of her children died from disease. Several persons were appointed to watch the mother, suspecting her intentions; but they all fell asleep and she hung herself at the door of the lodge, between two dog travailles set on end. She was a tall woman and could only produce strangulation by swinging herself off the ground from her feet. She did it, however, and the body was brought to the fort for interment."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence
