id	coder	content_type	culture	extract	Acquired_ability	Afterlife	Age	Cause	Cause_type	Childhood_adversity	Childhood_adversity_type	Conflict	Conflict_description	Cultural_evaluation	Emic_Etic_Model	Evidence_Mental_Illness	Evidence_of_burdensomeness	Family_History_MI	Family_History_SB	Fantasy_irrational_thought	Fitness_threat	Forgiveness	High_RP	Hoplessness	Knowledge_type_Model	Lethality_n_attempt	Low_RP	Low_level_thinking	Low_self_esteem	MI_family_member	MI_type_family	MI_type_victim	Married	Method	Motive	Motive_better_off_kin	Motive_escape	Motive_harm_others	Motive_leverage	Motive_make_others_better_off	Outcome_better_off	Outcome_change	Outcome_others_harmed	Painful_affect	Passivity	Reduced_inhibition	SA_age	SA_relationship	SA_sex	SB_family_member	Sense_of_burdensomeness	Sex	Target	Target_fitness	Thwarted_belongingness	Traumatic_events	Type_of_SB	age_exact	aggression	ailment_type	ailments	behavioral	case_score	childhood_adversity_description	cognitive	concomitants	dependents	emotional	evidence_hoplessness	family_history	funerary_body	funerary_rites	group_size	mental_illness	outcome	phys_ailments	powerlessness	public_private	ritualized	social_isolation	social_status	type_of_account
1867	syme	Cultural model	Bagisu	(3) It is relevant to note that suicide by hanging carries the implication of self-sacrifice, for traditionally animals were sacrificed without bloodshed, by strangulation or stunning.	No evidence	x	na	x	na	No evidence	na	No evidence	x	approvingly	emic	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	hanging	 (3) It is relevant to note that suicide by hanging carries the implication of self-sacrifice, for traditionally animals were sacrificed without bloodshed, by strangulation or stunning.	No evidence	No evidence	Evidence against		Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	x	na	na	No evidence	na	x	No evidence		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	x	na	x	x	x	x	na	x	x	x	x	No evidence	na	na	No evidence	na	na
1868	syme	Case	Alorese	The suicidal quality in all these four cases must be recognized, however, since an uncontrollably violent person is apt to be killed.... The fourth case, a man, danced challenge in front of the government soldiers who came to avenge the murder of the radjah in 1918. Exposing one's body to bullets with only a carabao shield as protection can be interpreted only as suicidal in intent.	No evidence	x	adult	The suicidal quality in all these four cases must be recognized, however, since an uncontrollably violent person is apt to be killed.... The fourth case, a man, danced challenge in front of the government soldiers who came to avenge the murder of the radjah in 1918. Exposing one's body to bullets with only a carabao shield as protection can be interpreted only as suicidal in intent.	group conflict	No evidence	na	Evidence for	 a man, danced challenge in front of the government soldiers who came to avenge the murder of the radjah in 1918.	unknown	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	na	Evidence against	No evidence	No evidence	No evidence	na	na	na	No evidence	commit_crime_for_dea	The fourth case, a man, danced challenge in front of the government soldiers who came to avenge the murder of the radjah in 1918. Exposing one's body to bullets with only a carabao shield as protection can be interpreted only as suicidal in intent.	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	na	political body	na	na	No evidence	male	political body	Evidence against		other	completion,unknown	x	Evidence for	na	no evidence of ailme	x	3	x	x	x	unknown	x	x	x	x	not stated	1	x	x	x	Evidence for	public	unknown	No evidence	unknown	documented_account
1869	zgarfield	Cultural model	Chukchee	"""Suicides are frequent among the Chukchee."""	No evidence	x	unknown	x 	unknown	No evidence	na	No evidence	x	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	x	na	na	No evidence	unknown		No evidence	No evidence	no evidence	completion	x	No evidence	na	no evidence of ailme	x		x	x		na	x	x	x	x	na	1	x	x	x	No evidence	na	na	No evidence		firsthand
1869	syme	Cultural model	Chukchee	"""Suicides are frequent among the Chukchee."""	No evidence	x	na	x	unknown	No evidence	na	No evidence	x	unknown	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	x	na	na	No evidence	unknown	x	No evidence		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	high suicide rate	unknown	x	x	x	x	na	x	x	x	x	No evidence	na	unknown	No evidence	average,unknown	na
1870	zgarfield	Case	Chukchee	"""The inferior position of the woman does not exclude tender love between husband and wife. Especially do marriages contracted among children develop into a very strong tie between the married couples. When I travelled on the Wolverene River, an epidemic of influenza appeared among the Chukchee. About twenty persons died within a few days. A man, Moro'n by name, lost his wife, with whom he had lived for fifteen years, from the time when he was ten years old. On the second day after her death he took his own life by stabbing himself with a knife. 'I want to follow her,' he said before he died."""	No evidence	x	adult	"When I travelled on the Wolverene River, an epidemic of influenza appeared among the Chukchee. About twenty persons died within a few days. A man, Moro'n by name, lost his wife, with whom he had lived for fifteen years, from the time when he was ten years old. On the second day after her death he took his own life by stabbing himself with a knife. 'I want to follow her,' he said before he died."""	death loved one,disease outbreak	No evidence	na	No evidence	x	unknown	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	stabbing	"On the second day after her death he took his own life by stabbing himself with a knife. 'I want to follow her,' he said before he died.""
"	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	na	x	na	na	No evidence	male		No evidence	Evidence for	no evidence	completion	x	No evidence	na	no evidence of ailme	x		x	x		unknown	x	"On the second day after her death he took his own life by stabbing himself with a knife. 'I want to follow her,' he said before he died.""
"	x	x	not stated	1	x	x	x	No evidence	unknown	unknown	No evidence		firsthand
1870	syme	Case	Chukchee	"""The inferior position of the woman does not exclude tender love between husband and wife. Especially do marriages contracted among children develop into a very strong tie between the married couples. When I travelled on the Wolverene River, an epidemic of influenza appeared among the Chukchee. About twenty persons died within a few days. A man, Moro'n by name, lost his wife, with whom he had lived for fifteen years, from the time when he was ten years old. On the second day after her death he took his own life by stabbing himself with a knife. 'I want to follow her,' he said before he died."""	Evidence for	x	adult	"""The inferior position of the woman does not exclude tender love between husband and wife. Especially do marriages contracted among children develop into a very strong tie between the married couples. When I travelled on the Wolverene River, an epidemic of influenza appeared among the Chukchee. About twenty persons died within a few days. A man, Moro'n by name, lost his wife, with whom he had lived for fifteen years, from the time when he was ten years old. On the second day after her death he took his own life by stabbing himself with a knife. 'I want to follow her,' he said before he died."""	death loved one,disease outbreak	No evidence	na	No evidence	x	na	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	na	No evidence	Evidence against	No evidence	No evidence	na	na	na	Evidence against	stabbing	"'I want to follow her,' he said before he died."""	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	na	x	na	na	No evidence	male	wife	No evidence		no evidence	completion	25	No evidence	na	no evidence of ailme	x	5	x	x	x	no	x	x	x	x	not stated	1	x	x	x	No evidence	public	unknown	No evidence	average,unknown	firsthand
1871	zgarfield	Cultural model	Iban	If the man be false to his word, and the woman commits suicide, he is held responsible for the value of her life, and is very heavily fined. It is unusual, however, for the men to prove false to their vows. It is absolutely necessary for them to marry as early in life as possible, and if a suitable woman is already found, and her fertility ascertained beyond a doubt, there is no inducement to hang back.	No evidence	x	adult	If the man be false to his word, and the woman commits suicide, he is held responsible for the value of her life, and is very heavily fined.	interpersonal confli	No evidence	na	Evidence for	If the man be false to his word, and the woman commits suicide, he is held responsible for the value of her life, and is very heavily fined.	unknown	emic	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	Evidence for	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	adult	spouse	male	na	No evidence	female		Evidence for	Evidence for	no evidence	completion	x	No evidence	unknown	no evidence of ailme	x		x	x		unknown	x	x	x	x	not stated	1	x	If the man be false to his word, and the woman commits suicide, he is held responsible for the value of her life, and is very heavily fined.	x	No evidence	unknown	no	Evidence against		firsthand
1871	syme	Cultural model	Iban	If the man be false to his word, and the woman commits suicide, he is held responsible for the value of her life, and is very heavily fined. It is unusual, however, for the men to prove false to their vows. It is absolutely necessary for them to marry as early in life as possible, and if a suitable woman is already found, and her fertility ascertained beyond a doubt, there is no inducement to hang back.	No evidence	x	young adult,adult,unknown	 If the man be false to his word, and the woman commits suicide, he is held responsible for the value of her life, and is very heavily fined. It is unusual, however, for the men to prove false to their vows. It is absolutely necessary for them to marry as early in life as possible, and if a suitable woman is already found, and her fertility ascertained beyond a doubt, there is no inducement to hang back.	interpersonal confli,other	No evidence	na	Evidence for	 If the man be false to his word, and the woman commits suicide, he is held responsible for the value of her life, and is very heavily fined. It is unusual, however, for the men to prove false to their vows. It is absolutely necessary for them to marry as early in life as possible, and if a suitable woman is already found, and her fertility ascertained beyond a doubt, there is no inducement to hang back.	unknown	emic	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	Evidence for	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	ado_young_adult,adult,unknown	husband	male	na	Evidence for	female	x	No evidence		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	x	unknown	x	x	x	x	not stated	1	x	x	x	No evidence	unknown	no	No evidence	unknown	na
1872	zgarfield	Case	Korea	"""Suicide is uncommon. When it occurs it is among the country people. Forms of suicide are usually hanging, the taking of poison, inhaling fumes of charcoal, and cutting the throat; the most usual form is that of hanging. My informant had never heard of more than four or five instances of suicide."""	No evidence	x	unknown	x	unknown	No evidence	na	No evidence	x	na	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	hanging,poisoning,bleed_to_death	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	x	na	na	Evidence against	unknown		No evidence	No evidence	no evidence		x	No evidence	na	no evidence of ailme	x		x	x		na	x 	x	x	x	na	1	x	x	x	No evidence	na	na	No evidence		secondhand
1872	syme	Case	Korea	"""Suicide is uncommon. When it occurs it is among the country people. Forms of suicide are usually hanging, the taking of poison, inhaling fumes of charcoal, and cutting the throat; the most usual form is that of hanging. My informant had never heard of more than four or five instances of suicide."""	No evidence	x	unknown	x	unknown	No evidence	na	No evidence	x	unknown	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	hanging,poisoning,bleed_to_death	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	x	na	na	No evidence	unknown	x	No evidence		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	x	unknown	x	x	x	x	not stated	5,rate	x	x	x	No evidence	unknown	no	No evidence	unknown	unknown
1873	zgarfield	Cultural model	Taiwan Hokkien	"For the most part it is the ghosts of the dead. Not all the dead. Not the dead who are ancestors and are properly worshipped and looked after. Not the dead who lived to a ripe old age in their time among the living and died peacefully in their beds. Rather the less ""proper"" dead; the hungry ghosts, and the ghosts of those who died by suicide or by murder, of those who were executed or died by drowning in the river or in irrigation canals.14 These ghosts are generally concentrated ""to the north"" of Bao-an, and there are tales of odd things happening in the fields and along the roads to the north. When ""things begin to go wrong"" in the village, when there are unusual disasters, when many people are sick or there are agricultural reverses, or when means of divination do not seem to be producing workable decisions, one explanation is that despite the divine defences the ghosts have somehow got in."	No evidence	"Rather the less ""proper"" dead; the hungry ghosts, and the ghosts of those who died by suicide or by murder, of those who were executed or died by drowning in the river or in irrigation canals.14 These ghosts are generally concentrated ""to the north"" of Bao-an, and there are tales of odd things happening in the fields and along the roads to the north. When ""things begin to go wrong"" in the village, when there are unusual disasters, when many people are sick or there are agricultural reverses, or when means of divination do not seem to be producing workable decisions, one explanation is that despite the divine defences the ghosts have somehow got in."	na	x	na	No evidence	na	No evidence	x	na	na	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	na	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	x	na	na	No evidence	na		No evidence	No evidence	no evidence	unknown	x	No evidence	na	no evidence of ailme	x		x	x		na	x	x	x	x	na	x	x	x	x	No evidence	na	na	No evidence		na
1873	syme	Cultural model	Taiwan Hokkien	"For the most part it is the ghosts of the dead. Not all the dead. Not the dead who are ancestors and are properly worshipped and looked after. Not the dead who lived to a ripe old age in their time among the living and died peacefully in their beds. Rather the less ""proper"" dead; the hungry ghosts, and the ghosts of those who died by suicide or by murder, of those who were executed or died by drowning in the river or in irrigation canals.14 These ghosts are generally concentrated ""to the north"" of Bao-an, and there are tales of odd things happening in the fields and along the roads to the north. When ""things begin to go wrong"" in the village, when there are unusual disasters, when many people are sick or there are agricultural reverses, or when means of divination do not seem to be producing workable decisions, one explanation is that despite the divine defences the ghosts have somehow got in."	No evidence	x	unknown	x	unknown	No evidence	na	No evidence	x	fearfully	emic	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence		x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	na	x	na	na	No evidence	unknown	x	No evidence		no evidence	completion	x	No evidence	unknown	no evidence of ailme	x	x	x	x	x	unknown	x	x	x	x	not stated	x	x	"For the most part it is the ghosts of the dead. Not all the dead. Not the dead who are ancestors and are properly worshipped and looked after. Not the dead who lived to a ripe old age in their time among the living and died peacefully in their beds. Rather the less ""proper"" dead; the hungry ghosts, and the ghosts of those who died by suicide or by murder, of those who were executed or died by drowning in the river or in irrigation canals.14 These ghosts are generally concentrated ""to the north"" of Bao-an, and there are tales of odd things happening in the fields and along the roads to the north. When ""things begin to go wrong"" in the village, when there are unusual disasters, when many people are sick or there are agricultural reverses, or when means of divination do not seem to be producing workable decisions, one explanation is that despite the divine defences the ghosts have somehow got in."	x	No evidence	unknown	no	No evidence	unknown	na
1874	zgarfield	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (1) family problems,	No evidence	x	unknown	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (1) family problems,	interpersonal confli,spirit attack	No evidence	na	Evidence for	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (1) family problems,	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	unknown	kin	unknown	na	No evidence	unknown		No evidence	Evidence for	no evidence	completion	x	No evidence	na	no evidence of ailme	x		x	x		na	x	x	x	x	not stated	1	x	x	x	No evidence	unknown	unknown	Evidence against		firsthand
1874	syme	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (1) family problems,	No evidence	x	unknown	Every suicide results from some fierce conflict or spiritual battle... family problems,	interpersonal confli,other	No evidence	na	Evidence for	fierce conflict.. family problems	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	unknown	kin	unknown	na	Evidence for	unknown	x	Evidence for		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	x	unknown	x	x	x	x	not stated	x	x	x	x	No evidence	unknown	unknown	Evidence for	unknown	na
1875	zgarfield	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including , (2) marital dissatisfaction,	No evidence	x	adult	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including , (2) marital dissatisfaction,	interpersonal confli,spirit attack	No evidence	na	Evidence for	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including , (2) marital dissatisfaction,	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	unknown	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	adult	spouse	female	na	No evidence	unknown		Evidence for	Evidence for	no evidence	unknown	x	No evidence	unknown	no evidence of ailme	x		x	x		unknown	x	x	x	x	not stated	1	x	x	x	No evidence	unknown	no	No evidence		firsthand
1875	syme	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including , (2) marital dissatisfaction,	No evidence	x	unknown	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including , (2) marital dissatisfaction,	interpersonal confli,other	No evidence	na	Evidence for	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including , (2) marital dissatisfaction,	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	Evidence for	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	unknown	spouse	unknown	na	Evidence for	unknown	x	No evidence		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	x	unknown	x	x	x	x	not stated	1	x	x	x	No evidence	unknown	no	Evidence for	unknown	unknown
1876	zgarfield	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (3) in-law problems,	No evidence	x	adult	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (3) in-law problems,	interpersonal confli	No evidence	na	Evidence for	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (3) in-law problems,	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	Evidence for	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	adult	kin	both	na	No evidence	unknown		No evidence	Evidence for	no evidence	completion	x	No evidence	unknown	no evidence of ailme	x		x	x		unknown	x	x	x	x	not stated	1	x	x	x	No evidence	unknown	unknown	Evidence against		firsthand
1876	syme	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (3) in-law problems,	No evidence	x	unknown	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (3) in-law problems,	interpersonal confli,other	No evidence	na	Evidence for	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (3) in-law problems,	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	Evidence for	na	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	affines	na	na	Evidence for	unknown	x	Evidence for		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	x	unknown	x	x	x	x	not stated	1	x	x	x	No evidence	unknown	no	Evidence for	unknown	na
1877	zgarfield	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (4) the forthcoming division of the zadruga	No evidence	x	unknown	Quote: Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (4) the forthcoming division of the zadruga	group conflict,resource loss,other	No evidence	na	No evidence	Quote: Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (4) the forthcoming division of the zadruga	unknown	emic	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	unknown	multiple social doma	unknown	na	No evidence	unknown		No evidence	No evidence	no evidence	completion	x	No evidence	unknown	no evidence of ailme	x		x	x		unknown	x	x	x	x	not stated	x	x	x	x	Evidence for	unknown	unknown	No evidence		firsthand
1877	syme	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (4) the forthcoming division of the zadruga	No evidence	x	unknown	the forthcoming division of the zadruga	group conflict,other	No evidence	na	Evidence for	the forthcoming division of the zadruga	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	political group	na	na	No evidence	unknown	x	Evidence against		no evidence	completion	x	No evidence	na	no evidence of ailme	x	x	x	x	x	unknown	x	x	x	x	not stated	x	x	x	x	No evidence	unknown	unknown	No evidence	unknown	na
1878	zgarfield	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (5) a wife's infidelity,	No evidence	x	unknown	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors.	spirit attack	No evidence	na	No evidence	x	unknown	unknown	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence		popular	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	x	na	na	No evidence	unknown		No evidence	Evidence for	no evidence	completion	x	No evidence	na	no evidence of ailme	x		x	x		unknown	x	x	x	x	not stated	1	x	x	x	No evidence	unknown	unknown	No evidence		first person
1878	syme	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (5) a wife's infidelity,	No evidence	x	unknown	 Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (5) a wife's infidelity,	interpersonal confli,other	No evidence	na	Evidence for	 Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (5) a wife's infidelity,	unknown	na	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	na	No evidence	No evidence	No evidence	No evidence	na	na	na	Evidence for	not stated	x	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	ado_young_adult,adult	wife	female	na	Evidence for	male	x	Evidence for		no evidence	completion	x	Evidence for	na	no evidence of ailme	x	x	x	x	x	unknown	spiritual battle?	x	x	x	not stated	1	x	x	x	No evidence	unknown	no	No evidence	unknown	na
1879	zgarfield	Cultural model	Serbs	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (6) condemnation or guilt after an immoral/criminal act,	No evidence	x	adult	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (6) condemnation or guilt after an immoral/criminal act,	accus_commit wrongdo,spirit attack	No evidence	na	No evidence	Every suicide results from some fierce conflict or spiritual battle which usually takes place without witnesses who can understand or describe these factors. In some of the Takovo area's cases, one can infer the cause from data on the personality of the individual. Both causes and circumstances were very diverse, including (6) condemnation or guilt after an immoral/criminal act,	unknown	emic	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	popular	No evidence	No evidence	No evidence	No evidence	na	na	na	No evidence	not stated	x	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	na	multiple social doma	na	na	No evidence	unknown		No evidence	No evidence	no evidence	completion	x	No evidence	na	no evidence of ailme	x 		x	x		na	x	x	x	x	not stated	1	x	x	x	No evidence		unknown	No evidence		firsthand
