id,coder,content_type,culture,extract,Cause_type
357,calsbeek,Case,Tlingit,"THE ORIGIN OF KLAWAK There was (once) a man named Tl[unknown]awa'h.204 He had a son named Tihge't. Tihget's mother was Takuye'tl and his uncle (mother's brother) was Yetlcani'h (old raven). The uncle's wife was quite young while her husband, Yetlcanih, was along in years. She took a fancy to Tihget, who was living in his uncle's house, as is customary. One day on the pretext of giving him some clothing and tobacco she asked him into her bedroom and began making love to him. Eventually he yielded. That same night she felt she was pregnant. Her husband was away at the time. He returned, and after some months he asked her how it was that her menses had stopped. Then she confessed to her affair. She was childless and she hoped her husband would give her to his nephew Tihget as a wife [a fairly common custom]. But the husband was angry and threatened to kill Tihget, saying, ""If I forgive him the next generation will do the same thing."" Tihget was blas and said, ""All right. Let him kill me. I didn't wish to sleep with her."" The wife told her husband, ""If you wish to kill me, all right. If you kill your nephew, I'll die with him. It is better if I and his child within me die with him."" But he wished to kill only his nephew. The woman went to her husband's sister and told all, asking her to tell her husband, Tlawah, Tihget's father, so he could plan to save his son. The next day Tlawah said to his wife, ""We had better leave this country."" They agreed to go to the north. She wanted to. (They were living at K[unknown]ad[unknown]ukhuka'h on Kanaganut Island.) Tihget no longer slept in the house but hid himself. Tlawah called together all the Ganaxadi men who were married to Tekwedih women. He said he wanted to move away to prevent war between the two clans, and to save his son. He asked the Ganaxadi if they wanted to war on their own ""children,"" the Tekwedih. They answered ""no."" They agreed to take their wives and children and to go away themselves. Near Ketchikan is a humpback-salmon creek called Ana'n, owned by the Tekwedih. Tlawah went where the Ganaxadi had fishing camps, while Yetlcanih and his group went to Anan. Later he went to the Ganaxadi camp, because his wife was soon to have her child and he came to kill his nephew. It was night and high tide. Tlawah and his group secretly packed their things in canoes and hid them. In the morning it was foggy and they started out, singing a song called k[unknown]atna'wustakihc[unknown]i'h (moving away our clan). Then Yetleanih called all the remaining people together on the beach and wept. He was sorry for what he had done. Tlawah and his group sang ""akanitlkuk[unknown]atl'n"" (my land nevermore I'll see) as they went. Tihget stood in the bow of the canoe and faced out to sea, for he didn't wish to see his uncle. As the tide came in, the current took the canoe to the north. They didn't paddle. But Yetlcanih stood at the beach and let the tide reach to his waist. He was going to allow himself to drown because his wife was the cause of his losing his nephew and his father's people. [p. 103-b] But his brothers-in-law came out, took him in and talked to him, and ""made him feel good."" Told by John Darrow, a member of the Ganaxadi clan. This account is certainly semihistorical.",unknown
358,calsbeek,Case,Tlingit,"In Sitka there was a widow of the Kiksadi clan living in a house with some kinsmen. She was working black magic and claimed she did so because she could not help it; that she had been bewitched by some members of the Kagwantan clan. They had given her snuff mixed with lime from clam shells. These sorcerers came to her in their inhuman guises. She could hear them, for a sorcerer as he walks makes a crackling sound on the ground. This woman wished to stop her sorcery but had a compulsive urge to carry it on. She asked that Christian prayers be said for her. In the house next to her a man lay dying. At the instant of his death the witch cried out, ""Save him!"" Then she came out of her trancelike state. The next day she put her images with which she worked magic in the water and thus prevented the deaths of the persons the images represented. They took the witch to Reverend Austin, the Presbyterian minister, who was skeptical. He made a test of her power. He put peanuts in a bowl in the kitchen, then asked her to cause some to fly into her hand. She immediately handed him four. Then they sent for a woman named Tlask[unknown]e'h, a powerful witch. This one worked over her for an hour but could not open the ""covers"" in her, for a more powerful witch was working against it. A few days later the poor woman (who wanted to confess but could not) committed suicide by hanging herself.","accus_commit_wrongdo,spirit_attack"
367,calsbeek,Cultural model,Chuuk,"""injured pride""",emotional distress
368,calsbeek,Cultural model,Chuuk,"""mourning for a deceased person (especially among old married people)""","death_loved_one,emotional distress"
369,calsbeek,Cultural model,Chuuk,"""fear of punishment""",fear of revenge
370,calsbeek,Cultural model,Chuuk,"""lover's grief""","failed romantic rela,emotional distress"
371,calsbeek,Cultural model,Chuuk,"Parents say they must be tolerant of defiance because they are afraid that, in his or her anger, the child might commit suicide to spite them. The rare cases of suicide are mentioned often. Children appear to exploit this parental fear, and in so doing learn to manipulate other people's fears.","interpersonal_confli,family tension"
372,calsbeek,Case,Chuuk,It is expected that people will despise a person of arrogance and that there will be much hostile gossip about him. The resulting shame has driven a number of persons to suicide.,"loss_social_position,ridicule ,significant loss of ,emotional distress"
374,calsbeek,Case,Chuuk,When it was discovered that a young woman had been having an affair with her older sister's husband she was angrily condemned by the women of her lineage as a person of arrogance. Because of this humiliation and shame she committed suicide.,"interpersonal_confli,accus_commit_wrongdo,rejection,loss_social_position,family tension,alienation,commit adultry,family shame,significant loss of "
375,calsbeek,Case,Chuuk,"Pwinipwinin, the island secretary, once ran inland and jumped off a tree, but followers quickly lifted him up and cared for him and he survived.",unknown
376,calsbeek,Cultural model,Chuuk,"As Trukese police go unarmed, it is obviously theoretically possible to evade their authority. A number of social pressures, responsiveness to which is learned from early childhood, aid in keeping order and forcing the individual to accept the punishment meted out to him by the authorities. Almost every individual, when he has engaged in an unlawful act, will first attempt to escape from the authorities. In some situations, this escape is an adequate defense, but this is never true in the case of crimes which would endanger the stability or life [p. 43] of the community if they were permitted. In the case of a child's disobedience of his parents, if he runs inland and hides, he becomes the object of so much concern that he is welcomed rather than punished when he is found. This defense mechanism, which is so effective in childhood, is carried over into adult life. The wife, who has been discovered as an adultress, runs inland to hide from her husband who would beat her. She escapes his beating, but the police will look for her, and she will be jailed. In a quarrel between spouses, the wife will sometimes run inland and hide, and the husband will go to search for her. This generally is the basis for a happy reunion. The anthropologist wondered why these people were not merely left to hide until they grew hungry enough to return. Informants said that there was a constant danger such a person might commit suicide. In the case of women, this threat is not so great, as the favorite method of suicide, climbing up palm trees and jumping off, is not open to them. The family will turn out to search for any person who runs away to hide.",unknown
378,calsbeek,Case,Chuuk,"Only one case of the suicide of thwarted lovers was in fact remembered by any of our informants; this happened several years before on a neighboring island, the couple jumping over a cliff rather than hanging themselves. This episode lent authenticity to the threat and effectiveness to the device. The first of the two recent ""incestuous"" marriages on Romonum was accomplished by the threat of suicide.","thwarted marriage,inability to marry"
379,calsbeek,Case,Chuuk,"One man had a bitter argument with his wife, finally walked out of the house, down to the beach, and swam off into the open sea; this is a recognized means of suicide but at the same time appears to permit a maximum opportunity for rescue. In this case a ""brother"" and his wife's father went out in a canoe and after a brief struggle hauled him aboard.","interpersonal_confli,family tension"
380,calsbeek,Case,Chuuk,"A number of years ago my elderly informant was practicing fighting techniques with several of his ""brothers"" when another ""brother"" came up and asked to join in; he was told derisively that he did not know anything about it. He left abruptly, climbed a coconut tree, and jumped off, landing on a rock and breaking an arm and leg, although he did not die.","rejection,failure or sense of "
381,calsbeek,Case,Chuuk,"In the remaining two cases [of which this is one] the man climbed a coconut tree after a violent argument with his parents; in the earlier of these episodes the would-be suicide landed on soft ground, barely missing several rocks, and was only slightly injured.","interpersonal_confli,family tension"
383,calsbeek,Cultural model,Chuuk,"GROUP REJECTION AND SUICIDE While the lineage or other kin group provides a large degree of economic and undoubtedly psychological security for the individual, the possibility of rejection by the members of such groups must be a source of very serious anxiety. We have seen this strongly implied in the marked desire for conformance to expected patterns of behavior and the suppression of any behavior which might result in a disruptive or hostile episode. This anxiety over being rejected by a kinsman reaches its most dramatic expression in suicide. The threat of suicide is often made in other situations and is frequently effective, as in the case of the thwarted lovers described in a previous chapter; Theodore finally forced acceptance of his resignation as chief by this means also. But in the four cases actually recorded (one of them observed) where a genuine attempt was made to commit suicide, the precipitating factor was always harsh and unkind words from a close relative.","interpersonal_confli,rejection,loss_social_position,family tension"
384,calsbeek,Cultural model,Chuuk,"This examination revealed quite clearly that in really difficult situations the women do indeed act more adequately than the men. For example, it is only the men who, faced with rejection by their relatives, can find no solution outside of suicide; on the other hand, in the dilemma created by the arrangement of an undesirable marriage by the parents in our cases it was only the girl who was able to launch an effective protest.","interpersonal_confli,rejection,forced marriage,family tension,alienation"
385,calsbeek,Cultural model,Chuuk,"However, a response which could best be called diffuse does result in situations which are characterized by high hostility and high anxiety, but in which it is apparently impossible to express the aggression felt in a direct manner. Such conditions obtain primarily in the event of strong rejection and censure or discipline by members of the family group. As we have seen, at the adult level fighting is possible between close relatives, although in the cases recorded the precipitating cause appeared to be an argument or accusation rather than more direct rejection. In any event, whatever the cause, there are instances in which the individual concerned appears to feel unable to make an actual hostile act toward the other person, and it is under these conditions that suicide or attempted suicide takes place. For children, the corresponding behavior is to run away, and, as we have seen, when adults run away (especially in the event that parents refuse to recognize their desires for marriage) there is an explicit assumption that they are concurrently intending suicide, thus showing even more clearly that these two types of behavior may be considered comparable. In both cases, the behavior is diffuse: the children do not run away anywhere, they just run away; in regard to suicide, the description which appears in Chapter 8 of Andy's attempted suicide shows clearly the diffuseness of his reaction--picking up an iron bar, then a stick, beating the house (a completely ineffectual move), and finally running up the tree. But more important than the diffuseness of these reactions--and here we go beyond the tests results--this [p. 242] behavior is damaging to the individual concerned: it is essentially masochistic. That this is true of suicide is obvious; if we recollect that separation from the charmed circle of family and kinsmen produces strong anxiety in itself, and that being away, often at night, from dwellings invites the attacks of ghosts, as well as insects and rain, we realize that running away is itself anything but pleasurable. In this class of behavior, then, we see that aggression strongly felt but impossible of direct expression is in effect turned upon the self, and, ironically, the hostile and rejecting threat made by the relative is translated into actual separation and personal harm by the masochistic reaction of the thwarted and desperate individual. It is conjectural whether Sarason, had he been poised to look for it, could have found direct evidence in the projective test records which would have permitted him to predict this type of behavior. It could, however, have been predicted from the hypothesis already formulated on the basis of other direct evidence, for it is a basic premise of psychological theory that aggression strongly felt but impossible or difficult of direct expression tends to be deflected inward upon the self. It is in fact remarkable not that the Trukese exhibit this type of behavior, but that they exhibit it so comparatively infrequently.","interpersonal_confli,thwarted purpose,family tension,alienation"
386,calsbeek,Case,Chuuk,"At about this time Theodore's father asked him to have his ears cut so he would be handsome when he danced. I told him I did not want to--I was afraid of the pain and I did not want to dance. Even when I was small I did not want to dance the way everybody else did and now [p. 346] I still do not know how. Besides the letter had come from the ""office"" telling me to get ready to go to school and I did not want to have my ears cut when I went to school. However, his father and the chief of Winisi (Mike's father) came into the house one night when Theodore was asleep and, holding him down, cut his ears to make the loops in the lobes which all men and women normally displayed in the past. The next morning they wanted to improve the job a little but Theodore fled to the bush and spent the night with a ""mother"" of his who was sympathetic. When he returned the next day they again said they were going to cut his ears some more and he again fled. At this they gave up and later when Theodore went to the chief and threatened to commit suicide if his lobes were not repaired the chief complied. After the repair of one ear, however, Theodore could no longer stand the pain; he was ashamed to return again to the chief and later had his other lobe repaired by a relative of his father's.","interpersonal_confli,family tension,bodily trauma"
387,calsbeek,Case,Chuuk,After several years Theodore asked to be relieved of his duties as chief. He was refused but finally threatened in a public meeting to hang himself if his wish was not granted; at this he was permitted to resign and was replaced by Thomas.,"political unrest,thwarted purpose"
389,calsbeek,Cultural model,Chuuk,"A study of the cases shows that the suicides, following clear culturally embedded patterns, occur as a result of trouble within the victim's family. The suicide, motivated primarily by anger or shame, is a resolution to this conflict that follows the lines of traditional withdrawal strategies for dealing with such situations.","interpersonal_confli,family tension,emotional distress"
390,calsbeek,Cultural model,Chuuk,"Suicide, amnemun, is not at all rare (it is said to take place more frequently in Ku than on Truk), usually by hanging, far, or going out to sea and tying stones to the feet, faubadj. Reasons: anger or love.","failed romantic rela,emotional distress"
391,calsbeek,Case,Chuuk,"One evening during my stay on Fano Island, another young man was severely reprimanded by his mother on the suspicion that he had stolen some hoarded household funds and gambled them away. The noisy argument that ensued, which took place next door to my home on Fano, was the culmination of a long series of the mother's complaints about what she felt was her son's profligate behavior. On this occasion, after an exchange of shouting accusations, the young man stormed out of the house. Later that night he took a length of rope to the village church, and tried to hang himself from the rafters. Fortunately he was cut down by a passerby shortly after, and his life was saved.","interpersonal_confli,ridicule ,family tension,gambling loss"
392,calsbeek,Cultural model,Chuuk,"Although we cannot say being drunk causes young men to take their own lives in Truk, nevertheless, most such suicides are drunk at the time of the act. Sometimes, as well, the apparent precipitating incident leading a young man to suicide involves an issue around alcohol. For example, a suicide may have just been scolded by a close relative for drinking or for misdeeds committed while drunk or he may have been refused money with which to purchase more liquor","interpersonal_confli,accus_commit_wrongdo"
393,calsbeek,Case,Chuuk,"Q first came into my view out on the battleground as his older brother held him firmly by his long, shoulder-length hair and pushed him roughly ahead. Suddenly, Q broke and ran past my house back toward the poolhall yelling like crazy at everyone in general. A few moments later, Q dashed back up the valley road, still screaming shrilly, and burst into a homesite as if to cause trouble there. The next thing I knew, someone grabbed Q and threw him hard into the sloppy mud puddles in the valley road. To my astonishment the man who had forcibly reprimanded Q was none other than his father, a man in his early fifties. The father sat on top of Q and easily got the upper hand as they continued to grapple. A sober young man from the household Q had threatened to attack watched them but made no attempt to intervene. The wrestling and shouting continued for several minutes until Q's father lost his patience and began violently beating his son in the face and chest. When his father finally released him, Q leapt up instantly and charged wildly down the valley road toward my house, wailing eerily. Two young women in their early twenties, one of whom was holding a small child, were standing in the road. Q rushed straight at them but they did not move. On reaching them, Q leapt up and slapped one loudly on the back with his open hand and then fell in a heap on the ground beside them. He lay there a moment, got up, and ran off toward the poolhall once more. Within minutes his older brother and father had collared him and again began dragging him up the valley road against his will. As before, he began struggling violently with his father until once again his father threw him down and jumped on him, this time choking him briefly. Q's father then stood up and strode off, leaving him lying very still in the road, watched over by his brother. Following a five-minute interlude in these fast-breaking events while he just lay in the road, Q got up slowly, and his brother led him homeward. I learned that Q, age 22, had been drinking with some other young men and was found by his father. His father had earlier forbidden him to drink and had sought unsuccessfully to get all his sons to take the mwichen asor pledge; seeing Q drunk so angered him that he lost his temper and the result was what I observed. The next day I learned that Q had gone home and flung himself headfirst off the roof of his house, landing on his chest on a large basalt boulder. A specialist in traditional massage medicine was called in to [p. 80] treat his broken bones and hard and distended abdomen caused by internal injuries. While his family sat around crying over him, the massage specialist worked on him daily for nearly a week without any improvement. One week after his jump, Q was admitted to the hospital in critical condition. He had neither spoken nor eaten during this period. When I left Truk two and a half months later Q remained in the hospital in guarded condition.","interpersonal_confli,family tension,physical abuse,emotional distress"
394,calsbeek,Cultural model,Chuuk,"Hezel argues that neither the drinking nor the family quarrel that normally precedes these suicides can explain them. Rather he suggests that we view them as acts of vengeance ""against those who are the objects of the victim's anger."" In [p. 79] Greater Trukese Society, at least, consumption of alcohol bolsters the young man's courage to do deeds of bravery (including killing himself), but suicide itself is an act of aggression against close kinsmen who have somehow pushed the victim over the brink of despair by rejecting him in an emotional confrontation. Under such circumstances, his only way for vengeance is to kill himself and let his tormentors suffer guilt thereafter.","interpersonal_confli,rejection,family tension,alienation"
406,calsbeek,Cultural model,Tikopia,One type of suicidal situation is that involving loss of spouse or other close relative,death_loved_one
407,calsbeek,Cultural model,Tikopia,"But while the Tikopia distinguish suicides due to insanity from ordinary suicide, they are sometimes inclined to attribute the obsessional aspect of suicide to a temporary disturbance of the balance of the mind. They may even use the same expression (vare ) as is used for insanity, although it is susceptible of a range of translation, and can also properly be interpreted in the relatively mild sense of plain silliness or stupidity. The expression is, 'His mind has been caused to be bound by the spirits.' His mental balance has been disturbed and his judgement affected.","psychological distre,mental illness"
408,calsbeek,Cultural model,Tikopia,"...the person feels himself or herself offended and frustrated, and flounces off in a rage, often hurling back some pointed 'last words' to make the survivors regretful. As one of my informants said, 'This land is bad. Someone is angry, he goes then and hangs himself. Someone else is scolded by his family, thereupon there's a hanging.' Under the general heading of suicides from domestic discord may be placed the consequences of revolt against parental authority. If a son is struck or strongly rebuked by his father, he may go off to sea with the intention of seeking his death. Such suicide attempts by young people are part of the expected norms in Tikopia and, being feared by parents, help at times to mitigate parental discipline.","interpersonal_confli,accus_commit_wrongdo,rejection,family tension"
409,calsbeek,Case,Tikopia,"Another woman, married, in fits of madness used to cast aside her skirt and go naked; after the death of her husband she became pregnant 'by other men' and finally committed suicide by swimming out to sea.","death_loved_one,pregnancy"
410,calsbeek,Case,Tikopia,"The Tikopia recognize that madness may be linked with family relationships--'it works in each generation, it does not miss'. I was given examples, including that of a family where a man's sister, brother and grandson had all committed suicide through this cause and another sister and his daughter had also had periodic attacks of madness. It was said that such families were ashamed of their affliction and therefore it was not publicly discussed.","psychological distre,mental illness"
412,calsbeek,Case,Tikopia,"The third case was the most dramatic of all. In 1929 a son of the Ariki Tafua fell ill and the chief became very disturbed about this. He had been baptized as a Christian, but this had not meant that he had abandoned all belief in the reality of his traditional gods and spirits. He regarded the illness of his son as due to the action of some malicious spirits, and seeing his son get weaker and imagining that he would die he attempted suicide by hanging (p. 138). This was a despairing act given the rationalization of shaming his traditional gods for not looking after his family. When his suicide attempt had been prevented (and it was never quite clear how far the chief had hoped it would be prevented) he addressed his gods, reproaching them for wanting to take the life of a young man while he himself, an old man, still remained. According to Tikopia belief, in response to this reproach the gods allowed his son to recover, but made the chief himself ill. From this illness he was in turn in Tikopia eyes saved by the effort of his peers, the Ariki Kafika and Ariki Taumako, both pagan chiefs, who visited him and laid hands on him. In the course of the rites which accompanied these proceedings the Ariki Tafua, who was a spirit medium, twice entered the trance state, and in spirit form gave utterance to reassuring statements. But the day before he became ill he had also had a trance and in spirit form spoke to the assembled company, saying 'Who is the man who told the chief that he should hang himself?' The spirit appeared to be very angry. His eldest son and another senior man crawled across the floor of the house to him, and pressed their noses one to each of his knees in token of obeisance. Then they and all the others present in the house assured the spirit that he was mistaken, that it had been the idea of the chief himself alone that he should commit suicide, that no one else had advised him to do so. At last the spirit appeared to be appeased and the trance ended.","spirit_attack,illness,fear of loss,psychological distre"
413,calsbeek,Case,Tikopia,"Yet sometimes, despite the inhibiting factors, the tensions in a person did seem to lead him to an obsessional suicidal act. A woman I had known in 1952 swam off to sea some years later; because, it was said, she had a quarrel with her family.","interpersonal_confli,family tension"
414,calsbeek,Case,Tikopia,"In another case a man told his wife that he was going fishing, but in reality, so it was interpreted, was intending to go to his death--not in a canoe but by swimming. The usual searching fleet went out to find him; but was unsuccessful. The story told in the latter case illustrates one important aspect of Tikopia belief--the reality conveyed in dreams. It also reveals the complexity of Tikopia attitudes towards the suicidal act. When the searching fleet was out, it was said that a shark was observed going up and down along the side of one of the canoes. Not unnaturally the crew interpreted this as a sign that sharks were in the vicinity and that the lost man had been eaten, so turned for shore. Later, however, the canoe owner had a dream in which the dead man appeared to him and made known his fate. The shark had not been there as his slayer; it was a protector and was intending to show the crew that the man was still alive, and to lead the canoe to him. But seeing that the crew [p. 361] refused to follow, the shark turned back and did eat the man. In the dream, the dead man bewailed his fate in a song: Turn to me your stern Turn to me your stern But the fish went in the path Of the ocean. My swimming, my long swimming In the ocean wastes My body nuzzled by the grey birds (albatross?) This story confirms the view expressed earlier (Chapter 5) that for Tikopia the suicidal act may be a risk venture, in which the would-be suicide at some point wishes for rescue, but may have weighted the chances too heavily against himself to survive. Even if in this case the fact may have not been so, the dream illustrates the Tikopia concept of suicide mentality. The story also illustrates one important continuing aspect of Tikopia belief--that dreams express an external reality and not a reality purely internal to the dreamer. This external reality still commonly includes what may be termed spirit entities. (A full commentary on modern Tikopia dream beliefs must be reserved for separate publication.)",unknown
415,calsbeek,Cultural model,Tikopia,"A young man deeply shamed or angry with his relatives, and meditating desertion, could bide his time and slip abroad, out of their reach [instead of taking a canoe out into the ocean]. It was held that the idea of suicidal behaviour still occurred--a man might have no thought of living, be angry and think only of death. This story confirms the view expressed earlier (Chapter 5) that for Tikopia the suicidal act may be a risk venture, in which the would-be suicide at some point wishes for rescue, but may have weighted the chances too heavily against himself to survive.","interpersonal_confli,family tension,family shame,emotional distress"
416,calsbeek,Case,Tikopia,"At this time the chief of Nga Faea was Tiako, son of Pu Forau (the chief who is buried at Takarito, and whose grave until recent times was venerated in the annual rite of worship there).40 Tiako was evidently sensitive to the pressure being put upon him and his people--though whether by the attitude which the spells implied or by more concrete threats cannot be said. The Ariki Tafua in 1929 said that he acted through fear; others, that he acted through shame. Whatever be the reason, tradition states that he determined to abandon the land with all his followers and put off to sea. This is the traditional Tikopia method of committing suicide, carried out by a group of people, either in protest against what they consider to be an unfair accusation, or when guilty of some offence against a man of rank. Normally, when passions have not been aroused too highly, the suicide voyage is stopped by a formal procedure on the part of some other member of the community. In this case, however, resentment and landgreed appear to have been paramount, and no hand was raised to stay Nga Faea, who went off in the grand manner. The Ariki said to his people, ""Let us all go to the ocean [p. 139] indeed that the soil of Namo shall stand"". (Tou o tatou ki moana ia ke tu ko a kere o Namo .) By this he is said to have meant, ""If we stay on land we shall die; if we go to sea we shall die; let us go then and abandon our territory to the people of Tafua."" Accordingly, he and the majority of his followers took to sea. The Ariki Tafua said they numbered a hundred, and if they exceeded Nga Ariki in numbers and there was pressure of the latter on the land, Nga Faea must have been more numerous. The women and children were in the canoes; many of the men swam alongside. According to one account, the canoes were decorated with barkcloth streamers, as if it were a gala ritual occasion. Wailing, the folk of Nga Faea abandoned the land, some of them supporting their chief on the deck of his vessel, holding him aloft in their arms, in the gesture of supreme respect which the Tikopia pay to men of rank. (According to Pa Torokinga, this support was given to the chief after his canoe sank.) So they went from sight, to be lost forever from the knowledge of men. Closely associated with the chiefly lineage of Nga Faea were the lineages of the ritual elders. One of these was Kaiutu, an offshoot of the chiefly lineage; others were the lineages of Raromei, Rangiripo, Maraekaro and Vokisa. All the last-named, together with members of other lineages whose titles have been forgotten (it is said) went off to sea with their chief. The leader of Kaiutu, a man named Perurua, was atoa , noted for his strength and daring. He and about 30 or 40 other people stayed on shore. Some resisted the invaders.","group_conflict,political unrest"
417,calsbeek,Cultural model,Tikopia,"This is the traditional Tikopia method of committing suicide, carried out by a group of people, either in protest against what they consider to be an unfair accusation, or when guilty of some offence against a man of rank. Normally, when passions have not been aroused too highly, the suicide voyage is stopped by a formal procedure on the part of some other member of the community.",unknown
418,calsbeek,Cultural model,Tikopia,Suicide-voyages of rage and shame probably continued to occur as occasion arose.,unknown
419,calsbeek,Cultural model,Tikopia,"Stories of the past told how in their hunger people ate the bark of trees, and in their despair put off in canoes to sea to face quick death in the ocean rather than a lingering death on shore.","resource_loss,fear of loss"
420,calsbeek,Case,Tikopia,"In coping with the difficulties of the famine in manpower terms Tikopia initiative was not uniformly directed towards increasing productivity. There was such gloomy talk, some of it concerned with suicide risk voyages. One man of apparently equable temperament announced his determination to seek recruitment: but should he be barred, either by Government order or by his chief, he said he wouldforau --go on a suicide voyage. 'As it were I who sit here, I look on my children who are starving. I get my canoe ready to go. If a chief comes to block me I say ""Shall I stay here to steal from your orchards? Or are you prepared to feed me?"" Then he is silent and lets me go....' This brings out the way in which the issues are conceptualized by the Tikopia in terms of choices: a man chooses between starvation on land and death at sea; his choice initially disallowed, he puts the situation in term of a further choice by his chief. Note that the resolution is seen in a social compulsion--the chief, embarrassed at not having the wherewithal to feed his clansman, is compelled by shame to retract his ban on the suicids voyage. This conversation is patterned in type; it is the ideal mode. But the situation thus described is not merely as academic one. Voyages of this kind are said to have occurred in past famines. (Later the man quoted above did recruit.)","resource_loss,natural disaster"
421,calsbeek,Cultural model,Tikopia,"A person who had committed some very grave offence or who had taken umbrage at some offence thought to have been committed against him, placed himself beyond reach of the community by evasion. If he was fortunate, this evasion would lead him to another land. If not, he perished at sea. But his canoe flight also [p. 310] served the purpose of expiation. If he was brought back by a searching party, or indeed if he returned of his own free will, his offence was not further brought up against him. He made his apology to his chief in particular, and by implication to the community at large, and was once more accepted as a fully functioning member of the society.","interpersonal_confli,accus_commit_wrongdo"
422,calsbeek,Cultural model,Tikopia,"But at a time of crisis a man of rank may allow it to be inferred that he intends toforau , to take his canoe and voyage away, to die or survive as the fates decide. This implication is to be distinguished from an announcement of intention, but grades into it. The result is a rumor which spreads through the community, often in exaggerated form. The final outcome of this is to mobilize a force of public opinion against the rumored action. Other men of rank will see that the suicide voyage is not undertaken (4, p. 184). And on the other hand, action is usually taken to correct the position to which the man of rank originally took objection.",political unrest
423,calsbeek,Case,Tikopia,"The father's sister of one of my main informants took her life in this fashion--afraid of men, as another informant put it. This is the customary method employed by Tikopia women in committing suicide. But as usual with Tikopia explanations, there is an esoteric as well as an exoteric reason given.",unknown
424,calsbeek,Cultural model,Tikopia,"Thefafine ariki of Marinoa [chiefly female], I was told, does not marry, neither does she take lovers. ""She lives properly."" And when she gets older, it is the custom for her to swim out to sea and commit suicide. Why? ""Her mind is like this: shall she live thus always? She will stop and grow old, and there will be no son to look after her. ""So she commits suicide.","loss_social_position,resource_loss,fear of loss"
425,calsbeek,Cultural model,Tikopia,"Sometimes, with hope of life still strong, the man endeavours by sailing or by paddling to preserve himself, with the faint prospect of eventually reaching another island. As a rule, however, the natives say, he abandons himself to his fate, and either allows himself to drift on the ocean till he perishes of thirst, or is overwhelmed by the waves, or takes the initiative and slips overboard to meet his death in the maw of a hungry shark. To be eaten by these monsters of the deep is in fact regarded by the Tikopia as the normal conclusion to being set adrift in this manner. In suicide the same procedure is followed. Voluntary self destruction and the punishment of crime are intimately connected, since when a serious offence has been committed the guilty person often anticipates the sentence by setting off in a canoe on his own initiative. It is worthy of remark that in this case the vessel is often not his own. Women commit suicide or, in rare instances, suffer punishment by swimming out to sea. Unlike the men they do not go out to meet their fate in a canoe: such is not the custom. On this account their end is more speedy, though hardly more certain: sooner or later, the natives think, the shark gets his prey.",unknown
426,calsbeek,Case,Tikopia,"A few years ago a dramatic incident occurred which illustrates both the sacredness of the rite and the dread which is entertained of the atua by the people at large. The bearers were carrying the stone down to the beach for its customary cleansing when they noticed that someone - probably a child - had deposited excrement in the path. Since this would have been defiling to the atua they turned aside from the sacred track, and went along by the house of Niukapu which stood near. In due course they returned, and the kava was prepared. As the ritual was being performed the chief and the people were astounded to hear a succession of whoops from the direction of the shore. ""Iefu!"" ""Iefu!"" ""Iefu!"" Several men at once seized their axes and ran down in anger, to find out who it was who had dared to violate the sanctity of the occasion in this challenging fashion. They discovered the culprit, Pa Niukapu, outside his house. Raising their axes to strike, they lashed him with their tongues. To their abuse and reproaches the offender answered not a word but sat with bowed head, and wailed. At last he said, ""Launch my canon; I am going to sea"" - a notification that he would commit suicide in expiation of his offence. Then the Ariki Kafika had sympathy for him since in times long past the ancestor of Pa Niukapu, a famous navigator, had perished at sea in the same canoe as his nephew, the ancestor of the Ariki Kafika. The traditional saying is ""Te kerekere o te Ariki, ne poi ma ko ia"" ""The earth of the chief, who went with him,"" meaning that he supported the chief by his presence in his last moments, and accompanied him to his ocean grave. This ancestral link still counts for much, and was responsible for the lenient atitude of the Ariki on this occasion. Instead of confirming the intention of suicide he said ""No! we are angry because you have whooped like this; but there is no need to go out to sea"". Finally after more talk the party returned and finished their rites. Later, after the group dispersed, the Ariki and Pa Porima sat on at Takarito. Then came Pa Koroatu the brother of Pa Niukapu, and Vaitere, his son, with gifts of bananas and breadfruit to the chief. Crawling to him along the ground, they pressed their noses to his knee, as the custom is, in token of their humility. ""The one fool in Tikopia,"" said Pa Koroatu of his brother. The apology and the present were accepted by the Ariki, and the incident was tacitly buried.","accus_commit_wrongdo,ridicule "
427,calsbeek,Cultural model,Tikopia,"If a person struck his father, however, that would be too much. He would be expected to take a canoe and go out to sea, there to be lost--the favourite method of suicide. The father would wail for his son, then go out in search of him. If he found him, he would bring him back. If not, he might go on himself to meet death, or turn back to weep in his house and dwell there. This is a hypothetical procedure, advanced by my informants in reply to questioning, and not tested by observation, since I did not witness such a scene, nor could anyone tell me of an instance. The striking of father by son is indeed almost out of the realm of native social behaviour, since a violent reaction of the son against the father would lead him to suicide direct, as not infrequently happens. This is in fact the son's remedy against injustice, and the knowledge of it acts as a check upon temperamental fathers.","interpersonal_confli,accus_commit_wrongdo,family tension"
428,calsbeek,Case,Tikopia,"Another song is one composed by a man Pae Nu[unknown]a for his sister. She quarrelled with her mother and committed suicide by the usual Tikopia method of swimming out to sea. The song is a simple statement of fact, yet implicit in its affection, sympathy and regret. It runs: My sister, my nourisher, you have leapt into the ocean And you did not turn your head to shore You formed your idea, your foolish thought You went away that you might die.","interpersonal_confli,family tension"
